Date,Custody/AOR/Facility,Confirmed cases currently under isolation or monitoring,Detainee deaths,Total confirmed COVID-19 cases
8/16/2020,South Texas Family Residential Center (Dilley),2,0,3
8/16/2020,South Texas ICE Processing Center (Pearsall),24,0,155
8/16/2020,Webb County Detention Center (CCA),74,0,82
8/16/2020,Imperial Regional Detention Facility,0,0,2
8/16/2020,Otay Mesa Detention Center (San Diego CDF),2,1,168
8/16/2020,San Luis Regional Detention Center,2,0,11
8/16/2020,Mesa Verde ICE Processing Center,13,0,13
8/16/2020,Northwest ICE Processing Center (NWIPC),1,0,8
8/16/2020,Freeborn County Adult Detention Center,0,0,2
8/16/2020,Linn County Jail,1,0,2
8/16/2020,Phelps County Jail,0,0,1
8/16/2020,Polk County Jail,1,0,12
8/16/2020,Caroline Detention Facility,1,0,5
8/16/2020,Immigration Centers of America - Farmville,250,1,339
8/17/2020,Charleston County Detention Center,2,0,2
8/17/2020,Columbia Regional Care Center,1,0,1
8/17/2020,Folkston ICE Processing Center (Main),15,0,56
8/17/2020,Irwin County Detention Center,23,0,31
8/17/2020,Robert A. Deyton Detention Center,1,0,1
8/17/2020,Sheriff Al Cannon Detention Center,0,0,1
8/17/2020,Stewart Detention Center,5,2,158
8/17/2020,Bristol County Detention Center,0,0,1
8/17/2020,Franklin County House of Corrections,5,0,7
8/17/2020,Strafford County Corrections,2,0,2
8/17/2020,Wyatt Detention Center,0,0,2
8/17/2020,Buffalo (Batavia) Service Processing Center,0,0,49
8/17/2020,Chase County Detention Facility,39,0,39
8/17/2020,Lincoln County Detention Center,0,0,1
8/17/2020,McHenry County Adult Correctional Facility,3,0,4
8/17/2020,Pulaski County Detention Center,5,0,53
8/17/2020,Bluebonnet Detention Facility,1,0,296
8/17/2020,Johnson County Law Enforcement Center,1,0,1
8/17/2020,Kay County Detention Center,0,0,1
8/17/2020,Moore Detention Center,12,0,21
8/17/2020,Prairieland Detention Facility,10,0,74
8/17/2020,Rolling Plains Detention Center,0,0,55
8/17/2020,Aurora Contract Detention Facility,6,0,23
8/17/2020,Calhoun County Correctional Center,6,0,12
8/17/2020,Morrow County Correctional Facility,0,0,48
8/17/2020,Saint Clair County Jail,2,0,10
8/17/2020,Cibola County Correctional Center,0,0,1
8/17/2020,El Paso Service Processing Center,14,0,171
8/17/2020,Otero County Processing Center,0,0,150
8/17/2020,Torrance County Detention Center,0,0,55
8/17/2020,Houston Contract Detention Facility,1,0,125
8/17/2020,IAH Polk Adult Detention Facility,2,0,18
8/17/2020,Joe Corley Detention Center,9,0,50
8/17/2020,Montgomery Processing Center (Houston),0,0,206
8/17/2020,Adelanto ICE Processing Center,3,0,13
8/17/2020,Baker County Detention Center,0,0,3
8/17/2020,Broward Transitional Center,52,0,89
8/17/2020,Glades County Detention Center,8,1,150
8/17/2020,Krome North Service Processing Center,31,0,156
8/17/2020,Larkin Behavioral Health Center,2,0,2
8/17/2020,San Juan Staging Facility,0,0,1
8/17/2020,Wakulla County Jail,28,0,29
8/17/2020,Elizabeth Detention Center,0,0,18
8/17/2020,Essex County Jail,4,0,8
8/17/2020,Adams County Correctional Center,5,0,41
8/17/2020,Alexandria Staging Facility,41,0,123
8/17/2020,Allen Parish Detention Center,9,0,10
8/17/2020,Catahoula Correctional Center,15,0,117
8/17/2020,Etowah County Jail,20,0,22
8/17/2020,Jackson Parish Correctional,3,0,5
8/17/2020,LaSalle ICE Processing Center - Jena,4,0,23
8/17/2020,LaSalle ICE Processing Center - Olla,14,0,23
8/17/2020,Pine Prairie ICE Processing Center,0,0,64
8/17/2020,Richwood Correctional Center,9,0,74
8/17/2020,River Correctional Center,9,0,13
8/17/2020,South Louisiana Correctional Center,3,0,3
8/17/2020,Winn Correctional Center,28,0,156
8/17/2020,Bergen County Jail,2,0,4
8/17/2020,Hudson County Jail,5,0,14
8/17/2020,Pike County Correctional Facility,0,0,22
8/17/2020,York County Prison,4,0,6
8/17/2020,CCA Florence Correctional Center,2,0,18
8/17/2020,Eloy Federal Contract Facility,0,0,247
8/17/2020,Florence Detention Center,1,0,60
8/17/2020,La Palma Correctional Facility,4,0,122
8/17/2020,Henderson Detention Center,9,0,9
8/17/2020,Nevada Southern Detention Center,3,0,10
8/17/2020,Nye County Jail,34,0,37
8/17/2020,Washington County Jail,1,0,2
8/17/2020,El Valle Detention Facility,28,0,29
8/17/2020,Karnes County Family Residential Center,6,0,73
8/17/2020,Limestone County Detention Center,21,0,21
8/17/2020,Port Isabel Detention Center,20,0,133
8/17/2020,Rio Grande Detention Center,162,0,163
8/17/2020,South Texas Family Residential Center (Dilley),2,0,3
8/17/2020,South Texas ICE Processing Center (Pearsall),28,0,159
8/17/2020,Webb County Detention Center (CCA),66,0,83
8/17/2020,Imperial Regional Detention Facility,0,0,2
8/17/2020,Otay Mesa Detention Center (San Diego CDF),2,1,168
8/17/2020,San Luis Regional Detention Center,2,0,11
8/17/2020,Mesa Verde ICE Processing Center,24,0,24
8/17/2020,Northwest ICE Processing Center (NWIPC),1,0,8
8/17/2020,Freeborn County Adult Detention Center,0,0,2
8/17/2020,Linn County Jail,1,0,2
8/17/2020,Phelps County Jail,0,0,1
8/17/2020,Polk County Jail,1,0,12
8/17/2020,Caroline Detention Facility,0,0,5
8/17/2020,Immigration Centers of America - Farmville,250,1,339
8/18/2020,Charleston County Detention Center,2,0,2
8/18/2020,Columbia Regional Care Center,1,0,1
8/18/2020,Folkston ICE Processing Center (Main),17,0,58
8/18/2020,Irwin County Detention Center,19,0,31
8/18/2020,Robert A. Deyton Detention Center,0,0,1
8/18/2020,Sheriff Al Cannon Detention Center,0,0,1
8/18/2020,Stewart Detention Center,6,2,159
8/18/2020,Bristol County Detention Center,0,0,1
8/18/2020,Franklin County House of Corrections,0,0,7
8/18/2020,Strafford County Corrections,0,0,2
8/18/2020,Wyatt Detention Center,0,0,2
8/18/2020,Buffalo (Batavia) Service Processing Center,0,0,49
8/18/2020,Chase County Detention Facility,37,0,39
8/18/2020,Lincoln County Detention Center,0,0,1
8/18/2020,McHenry County Adult Correctional Facility,3,0,4
8/18/2020,Pulaski County Detention Center,5,0,53
8/18/2020,Bluebonnet Detention Facility,0,0,296
8/18/2020,Johnson County Law Enforcement Center,1,0,1
8/18/2020,Kay County Detention Center,0,0,1
8/18/2020,Moore Detention Center,11,0,18
8/18/2020,Prairieland Detention Facility,9,0,74
8/18/2020,Rolling Plains Detention Center,0,0,55
8/18/2020,Aurora Contract Detention Facility,6,0,23
8/18/2020,Calhoun County Correctional Center,5,0,12
8/18/2020,Morrow County Correctional Facility,0,0,48
8/18/2020,Saint Clair County Jail,2,0,10
8/18/2020,Cibola County Correctional Center,0,0,1
8/18/2020,El Paso Service Processing Center,6,0,171
8/18/2020,Otero County Processing Center,0,0,150
8/18/2020,Torrance County Detention Center,0,0,55
8/18/2020,Houston Contract Detention Facility,0,0,125
8/18/2020,IAH Polk Adult Detention Facility,2,0,18
8/18/2020,Joe Corley Detention Center,6,0,50
8/18/2020,Montgomery Processing Center (Houston),0,0,206
8/18/2020,Adelanto ICE Processing Center,2,0,13
8/18/2020,Baker County Detention Center,0,0,3
8/18/2020,Broward Transitional Center,42,0,90
8/18/2020,Glades County Detention Center,9,1,151
8/18/2020,Krome North Service Processing Center,31,0,156
8/18/2020,Larkin Behavioral Health Center,2,0,2
8/18/2020,San Juan Staging Facility,0,0,1
8/18/2020,Wakulla County Jail,27,0,29
8/18/2020,Elizabeth Detention Center,0,0,18
8/18/2020,Essex County Jail,4,0,8
8/18/2020,Adams County Correctional Center,7,0,43
8/18/2020,Alexandria Staging Facility,16,0,123
8/18/2020,Allen Parish Detention Center,9,0,10
8/18/2020,Catahoula Correctional Center,14,0,117
8/18/2020,Etowah County Jail,19,0,22
8/18/2020,Jackson Parish Correctional,3,0,6
8/18/2020,LaSalle ICE Processing Center - Jena,4,0,24
8/18/2020,LaSalle ICE Processing Center - Olla,12,0,23
8/18/2020,Pine Prairie ICE Processing Center,0,0,64
8/18/2020,Richwood Correctional Center,9,0,74
8/18/2020,River Correctional Center,8,0,13
8/18/2020,South Louisiana Correctional Center,2,0,3
8/18/2020,Winn Correctional Center,30,0,162
8/18/2020,Bergen County Jail,2,0,4
8/18/2020,Hudson County Jail,5,0,14
8/18/2020,Pike County Correctional Facility,0,0,22
8/18/2020,York County Prison,6,0,8
8/18/2020,CCA Florence Correctional Center,0,0,18
8/18/2020,Eloy Federal Contract Facility,0,0,247
8/18/2020,Florence Detention Center,1,0,60
8/18/2020,La Palma Correctional Facility,2,0,122
8/18/2020,Henderson Detention Center,8,0,9
8/18/2020,Nevada Southern Detention Center,3,0,10
8/18/2020,Nye County Jail,33,0,37
8/18/2020,Washington County Jail,1,0,2
8/18/2020,El Valle Detention Facility,28,0,29
8/18/2020,Karnes County Family Residential Center,6,0,73
8/18/2020,Limestone County Detention Center,21,0,21
8/18/2020,Port Isabel Detention Center,1,0,133
8/18/2020,Rio Grande Detention Center,158,0,163
8/18/2020,South Texas Family Residential Center (Dilley),0,0,3
8/18/2020,South Texas ICE Processing Center (Pearsall),19,0,160
8/18/2020,Webb County Detention Center (CCA),66,0,83
8/18/2020,Imperial Regional Detention Facility,0,0,2
8/18/2020,Otay Mesa Detention Center (San Diego CDF),2,1,168
8/18/2020,San Luis Regional Detention Center,2,0,11
8/18/2020,Mesa Verde ICE Processing Center,52,0,54
8/18/2020,Northwest ICE Processing Center (NWIPC),1,0,8
8/18/2020,Freeborn County Adult Detention Center,0,0,2
8/18/2020,Linn County Jail,0,0,2
8/18/2020,Phelps County Jail,0,0,1
8/18/2020,Polk County Jail,1,0,12
8/18/2020,Caroline Detention Facility,0,0,5
8/18/2020,Immigration Centers of America - Farmville,247,1,339
8/19/2020,Charleston County Detention Center,2,0,2
8/19/2020,Columbia Regional Care Center,1,0,1
8/19/2020,Folkston ICE Processing Center (Main),17,0,58
8/19/2020,Irwin County Detention Center,19,0,31
8/19/2020,Robert A. Deyton Detention Center,0,0,1
8/19/2020,Sheriff Al Cannon Detention Center,0,0,1
8/19/2020,Stewart Detention Center,6,2,159
8/19/2020,Bristol County Detention Center,0,0,1
8/19/2020,Franklin County House of Corrections,0,0,7
8/19/2020,Strafford County Corrections,0,0,2
8/19/2020,Wyatt Detention Center,0,0,2
8/19/2020,Buffalo (Batavia) Service Processing Center,0,0,49
8/19/2020,Chase County Detention Facility,37,0,39
8/19/2020,Lincoln County Detention Center,0,0,1
8/19/2020,McHenry County Adult Correctional Facility,3,0,4
8/19/2020,Pulaski County Detention Center,5,0,53
8/19/2020,Bluebonnet Detention Facility,0,0,296
8/19/2020,Johnson County Law Enforcement Center,1,0,1
8/19/2020,Kay County Detention Center,0,0,1
8/19/2020,Moore Detention Center,11,0,18
8/19/2020,Prairieland Detention Facility,9,0,74
8/19/2020,Rolling Plains Detention Center,0,0,55
8/19/2020,Aurora Contract Detention Facility,6,0,23
8/19/2020,Calhoun County Correctional Center,5,0,12
8/19/2020,Morrow County Correctional Facility,0,0,48
8/19/2020,Saint Clair County Jail,2,0,10
8/19/2020,Cibola County Correctional Center,0,0,1
8/19/2020,El Paso Service Processing Center,6,0,171
8/19/2020,Otero County Processing Center,0,0,150
8/19/2020,Torrance County Detention Center,0,0,55
8/19/2020,Houston Contract Detention Facility,0,0,125
8/19/2020,IAH Polk Adult Detention Facility,2,0,18
8/19/2020,Joe Corley Detention Center,6,0,50
8/19/2020,Montgomery Processing Center (Houston),0,0,206
8/19/2020,Adelanto ICE Processing Center,2,0,13
8/19/2020,Baker County Detention Center,0,0,3
8/19/2020,Broward Transitional Center,42,0,90
8/19/2020,Glades County Detention Center,9,1,151
8/19/2020,Krome North Service Processing Center,31,0,156
8/19/2020,Larkin Behavioral Health Center,2,0,2
8/19/2020,San Juan Staging Facility,0,0,1
8/19/2020,Wakulla County Jail,27,0,29
8/19/2020,Elizabeth Detention Center,0,0,18
8/19/2020,Essex County Jail,4,0,8
8/19/2020,Adams County Correctional Center,7,0,43
8/19/2020,Alexandria Staging Facility,16,0,123
8/19/2020,Allen Parish Detention Center,9,0,10
8/19/2020,Catahoula Correctional Center,14,0,117
8/19/2020,Etowah County Jail,19,0,22
8/19/2020,Jackson Parish Correctional,3,0,6
8/19/2020,LaSalle ICE Processing Center - Jena,4,0,24
8/19/2020,LaSalle ICE Processing Center - Olla,12,0,23
8/19/2020,Pine Prairie ICE Processing Center,0,0,64
8/19/2020,Richwood Correctional Center,9,0,74
8/19/2020,River Correctional Center,8,0,13
8/19/2020,South Louisiana Correctional Center,2,0,3
8/19/2020,Winn Correctional Center,30,0,162
8/19/2020,Bergen County Jail,2,0,4
8/19/2020,Hudson County Jail,5,0,14
8/19/2020,Pike County Correctional Facility,0,0,22
8/19/2020,York County Prison,6,0,8
8/19/2020,CCA Florence Correctional Center,0,0,18
8/19/2020,Eloy Federal Contract Facility,0,0,247
8/19/2020,Florence Detention Center,1,0,60
8/19/2020,La Palma Correctional Facility,2,0,122
8/19/2020,Henderson Detention Center,8,0,9
8/19/2020,Nevada Southern Detention Center,3,0,10
8/19/2020,Nye County Jail,33,0,37
8/19/2020,Washington County Jail,1,0,2
8/19/2020,El Valle Detention Facility,28,0,29
8/19/2020,Karnes County Family Residential Center,6,0,73
8/19/2020,Limestone County Detention Center,21,0,21
8/19/2020,Port Isabel Detention Center,1,0,133
8/19/2020,Rio Grande Detention Center,158,0,163
8/19/2020,South Texas Family Residential Center (Dilley),0,0,3
8/19/2020,South Texas ICE Processing Center (Pearsall),19,0,160
8/19/2020,Webb County Detention Center (CCA),66,0,83
8/19/2020,Imperial Regional Detention Facility,0,0,2
8/19/2020,Otay Mesa Detention Center (San Diego CDF),2,1,168
8/19/2020,San Luis Regional Detention Center,2,0,11
8/19/2020,Mesa Verde ICE Processing Center,52,0,54
8/19/2020,Northwest ICE Processing Center (NWIPC),1,0,8
8/19/2020,Freeborn County Adult Detention Center,0,0,2
8/19/2020,Linn County Jail,0,0,2
8/19/2020,Phelps County Jail,0,0,1
8/19/2020,Polk County Jail,1,0,12
8/19/2020,Caroline Detention Facility,0,0,5
8/19/2020,Immigration Centers of America - Farmville,247,1,339
8/19/2020,Charleston County Detention Center,2,0,2
8/19/2020,Columbia Regional Care Center,1,0,1
8/19/2020,Folkston ICE Processing Center (Main),17,0,58
8/19/2020,Irwin County Detention Center,20,0,32
8/19/2020,Robert A. Deyton Detention Center,0,0,1
8/19/2020,Sheriff Al Cannon Detention Center,0,0,1
8/19/2020,Stewart Detention Center,5,2,159
8/19/2020,Bristol County Detention Center,0,0,1
8/19/2020,Franklin County House of Corrections,0,0,7
8/19/2020,Strafford County Corrections,0,0,2
8/19/2020,Wyatt Detention Center,0,0,2
8/19/2020,Buffalo (Batavia) Service Processing Center,0,0,49
8/19/2020,Chase County Detention Facility,37,0,39
8/19/2020,Lincoln County Detention Center,0,0,1
8/19/2020,McHenry County Adult Correctional Facility,3,0,4
8/19/2020,Pulaski County Detention Center,5,0,53
8/19/2020,Bluebonnet Detention Facility,0,0,296
8/19/2020,Johnson County Law Enforcement Center,1,0,1
8/19/2020,Kay County Detention Center,0,0,1
8/19/2020,Moore Detention Center,11,0,18
8/19/2020,Prairieland Detention Facility,9,0,74
8/19/2020,Rolling Plains Detention Center,0,0,55
8/19/2020,Aurora Contract Detention Facility,6,0,23
8/19/2020,Calhoun County Correctional Center,5,0,12
8/19/2020,Morrow County Correctional Facility,0,0,48
8/19/2020,Saint Clair County Jail,2,0,10
8/19/2020,Cibola County Correctional Center,0,0,1
8/19/2020,El Paso Service Processing Center,7,0,172
8/19/2020,Otero County Processing Center,0,0,150
8/19/2020,Torrance County Detention Center,0,0,55
8/19/2020,Houston Contract Detention Facility,0,0,125
8/19/2020,IAH Polk Adult Detention Facility,2,0,18
8/19/2020,Joe Corley Detention Center,6,0,50
8/19/2020,Montgomery Processing Center (Houston),1,0,207
8/19/2020,Adelanto ICE Processing Center,2,0,13
8/19/2020,Baker County Detention Center,0,0,3
8/19/2020,Broward Transitional Center,35,0,91
8/19/2020,Glades County Detention Center,9,1,151
8/19/2020,Krome North Service Processing Center,19,0,163
8/19/2020,Larkin Behavioral Health Center,2,0,2
8/19/2020,San Juan Staging Facility,0,0,1
8/19/2020,Wakulla County Jail,24,0,28
8/19/2020,Elizabeth Detention Center,0,0,18
8/19/2020,Essex County Jail,4,0,8
8/19/2020,Adams County Correctional Center,7,0,43
8/19/2020,Alexandria Staging Facility,18,0,125
8/19/2020,Allen Parish Detention Center,9,0,10
8/19/2020,Catahoula Correctional Center,14,0,117
8/19/2020,Etowah County Jail,19,0,22
8/19/2020,Jackson Parish Correctional,3,0,6
8/19/2020,LaSalle ICE Processing Center - Jena,4,0,24
8/19/2020,LaSalle ICE Processing Center - Olla,12,0,23
8/19/2020,Pine Prairie ICE Processing Center,0,0,64
8/19/2020,Richwood Correctional Center,9,0,74
8/19/2020,River Correctional Center,10,0,15
8/19/2020,South Louisiana Correctional Center,2,0,3
8/19/2020,Winn Correctional Center,30,0,162
8/19/2020,Bergen County Jail,2,0,4
8/19/2020,Hudson County Jail,5,0,14
8/19/2020,Pike County Correctional Facility,0,0,22
8/19/2020,York County Prison,6,0,8
8/19/2020,CCA Florence Correctional Center,1,0,19
8/19/2020,Eloy Federal Contract Facility,0,0,248
8/19/2020,Florence Detention Center,0,0,60
8/19/2020,La Palma Correctional Facility,1,0,122
8/19/2020,Henderson Detention Center,8,0,9
8/19/2020,Nevada Southern Detention Center,3,0,10
8/19/2020,Nye County Jail,33,0,37
8/19/2020,Washington County Jail,1,0,2
8/19/2020,El Valle Detention Facility,28,0,29
8/19/2020,Karnes County Family Residential Center,6,0,73
8/19/2020,Limestone County Detention Center,22,0,22
8/19/2020,Port Isabel Detention Center,1,0,133
8/19/2020,Rio Grande Detention Center,158,0,161
8/19/2020,South Texas Family Residential Center (Dilley),1,0,4
8/19/2020,South Texas ICE Processing Center (Pearsall),19,0,161
8/19/2020,Webb County Detention Center (CCA),66,0,83
8/19/2020,Imperial Regional Detention Facility,0,0,2
8/19/2020,Otay Mesa Detention Center (San Diego CDF),2,1,168
8/19/2020,San Luis Regional Detention Center,2,0,11
8/19/2020,Mesa Verde ICE Processing Center,52,0,54
8/19/2020,Northwest ICE Processing Center (NWIPC),2,0,9
8/19/2020,Freeborn County Adult Detention Center,0,0,2
8/19/2020,Linn County Jail,0,0,2
8/19/2020,Phelps County Jail,1,0,2
8/19/2020,Polk County Jail,1,0,12
8/19/2020,Caroline Detention Facility,0,0,5
8/19/2020,Immigration Centers of America - Farmville,247,1,339
8/20/2020,Charleston County Detention Center,2,0,2
8/20/2020,Columbia Regional Care Center,1,0,1
8/20/2020,Folkston ICE Processing Center (Main),19,0,60
8/20/2020,Irwin County Detention Center,20,0,32
8/20/2020,Robert A. Deyton Detention Center,0,0,1
8/20/2020,Sheriff Al Cannon Detention Center,0,0,1
8/20/2020,Stewart Detention Center,20,2,174
8/20/2020,Bristol County Detention Center,0,0,1
8/20/2020,Franklin County House of Corrections,0,0,7
8/20/2020,Strafford County Corrections,0,0,2
8/20/2020,Wyatt Detention Center,0,0,2
8/20/2020,Buffalo (Batavia) Service Processing Center,0,0,49
8/20/2020,Chase County Detention Facility,37,0,39
8/20/2020,Lincoln County Detention Center,0,0,1
8/20/2020,McHenry County Adult Correctional Facility,3,0,4
